Pair,Address0,Address1,Reserves0,Reserves1
0xb47EEA9f4267fbBA0443143499E17170C02BD284,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xdec39fF6b97693C86689294c7322277462771D6e,110278487389121,1814175381932225737
0xe36895cF48F1c1512D3D501bf8B5b4F393cd6Ac5,0x657A1861c15A3deD9AF0B6799a195a249ebdCbc6,0x9A775700694B0AF4B0DEa668f809d453EaC4Cbcd,313718962096103,346374791156775
0xC20DE3f489b8AC98C0b50e894AA233049005E018,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x83789Ac2d728F3aEC4F266b7F423A0aC78e50217,422458567335554998273,1409302757239285336401
0x2E551d7aa1A0494bF696B2F4B0a16880E54b3920,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,50316592,4183365611818072286674
0x70343Aa4C7f66eED43C099b95f2DB5e06317df38,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0xdDcb3fFD12750B45d32E084887fdf1aABAb34239,1179801018259530180640,3405246861599486485
0x6a65A67Da11B68CD141581483A9F7A0CB3C47bae,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0xaf319E5789945197e365E7f7fbFc56B130523B33,2354517,2361169454535867253
0x5091da62bCe1Af040a84786C2680939078063547,0xAd84341756Bf337f5a0164515b1f6F993D194E1f,0xaf319E5789945197e365E7f7fbFc56B130523B33,37290628732949365,26938005836567143
0xc6aaEdA2196FC98Ad7889DC69A8bDA54896C33FA,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0x83789Ac2d728F3aEC4F266b7F423A0aC78e50217,5338993915287292,5626864564721762
0xC47C5f555fd23b98aa9dCD4689d31a37E7401066,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x907f1A48918Bb5DE07c12443CAB0e6EEfCC611BC,110620801133159164557,921883838759534991218959
0xC66c0F0318e2777A53F884C8874B6CA3c2ED8f84,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0x907f1A48918Bb5DE07c12443CAB0e6EEfCC611BC,10241579187315707215467,4294676325377547076243304
0xa0e573B644d3E0B28a2431A403db17881D8753F3,0x1E4F97b9f9F913c46F1632781732927B9019C68b,0x907f1A48918Bb5DE07c12443CAB0e6EEfCC611BC,226617788225319,9665488769483886292
0x47b7F1c7cA76A32f645cAA028A22C4666aC4797B,0xaf319E5789945197e365E7f7fbFc56B130523B33,0xbAc5d43A56696e5D0CB631609E85798f564b513b,119693666,1
0x82166DF3b50f79ca7CFD4a6Ba61fc48492CA0Eea,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xaa3D830922498caD18A97be0e9a89e8aF9a1d642,92523949424837495,11014793390619439032
0xa4F7EB9aD2950DD5747321C152C9E76df787cd53,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x82F8Cb20c14F134fe6Ebf7aC3B903B2117aAfa62,1946011,378486480924156215
0x3A7310B09DB6d58d99392F35fbCF8977CC027e87,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xD68Cf21c7A2330Ee6Cde475F97fd946a84AAe91e,3403908918947457036,295515389399636193
0x0c9043cb1B994C8e4a8024e2F037Ea50b7025a82,0x181F3F22C9a751E2ce673498A03E1FDFC0ebBFB6,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,816449690006280451823068,1740537458890310488359
0x6B9818c8346a93F7FeDCd3069C5e350a28D783B4,0x181F3F22C9a751E2ce673498A03E1FDFC0ebBFB6,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,46481250933509815217,1766572391207970476
0x5019FEC92d7Ac76ff11fD19127e26A64133fa6c9,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x181F3F22C9a751E2ce673498A03E1FDFC0ebBFB6,3974629,7833490834721519703866
0xeaf7a193165Af158ff0162A6D6a0c7df90b5A842,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xA92d41Ab8eFeE617d80a829CD9F5683c5F793ADA,4641150212856795,148278239068336358678
0xe38b39072174bbDb9955DEdFcaBf496DD6B672d6,0x1cB9dFb29d251541EC17e4eA02321d7aD117E1b3,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,591269935016533948160,2327020259778535935272
0x5Dec51F3dA93Af209e2124f2Cd43BA0BD11177bE,0x1cB9dFb29d251541EC17e4eA02321d7aD117E1b3,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,76846773386273,4760321387430851
0xFCE947FddC0874FFBd1a58Ebe9c0509938E7ca4a,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xED1d1FF81540105bBc6b57E4195183Ac44de6E0b,350720009717212133,2868834898440839962
0x1e979Ea54821714e937e9C7356Cf6d5c2cb1bc24,0x0575f8738EFdA7F512e3654F277C77e80C7d2725,0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8,7334034470994235,38650294975367
0xD5f0fd213904060106b2E5B5ce04d7FA484eeE05,0x16Ba9419B4fADf19179aedFE68086F5C6Eeef8be,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,212132035,1
0x8c0783f27132ADe7f2a8DfBd23B56027a810Faa9,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x6fE395FE02cEa9d24CadF332b00A19727F003829,0,0
0x362ec322b22b64634081969e204Cc0fE12f4b545,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5f1C438Dc2860CB3EEBc3F4b722A461DB68c31a5,143043160014918902,358679158983170680665
0xcb5Dbb2fd3F330c3f40b98b3e62714a723E71297,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xedaA13dA6C735FC69101BA81f9891BA7EC382e00,10857066800238950353,13189547212390683
0x82f7433a0F5f305eda1B75eb27CBc7254F2cD570,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x789599c5fF179Ac669A895b249F1228799Fc14f2,376109660718654328,32830399405063188682504
0x1A825d8011ca0d9197d069190aa3c58cB58544F6,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xf04498E4eE68A3D06BCE1b2485CFdFC80F6BaacC,3503978363362998807,1287413044171035608594
0x6B8301c8Ee35636F67802363C53E9D671F3B1723,0xb0a3bF98516D6CE466D2F78Bd6a494EF8FfB396D,0xFa1807BD24a438b389Ca33072375dfbBA74dfaAb,832265012291305040,331169288
0x0b519ae7e356fD4Ff7b5F5A5F67d6f0Ca501dEbb,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xAf2A7C03Af23Be28F53a84234209A03a7C7b9C1a,27138848708749201598,5064397177663186660800380671772
0x6945686e6F1809899482fe18A0DCBBc8146Cef7D,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x3A28BA7C1789d7e063DD2f434168bd8b11cd8819,40666463028089417,183851175446161504456774
0x1843A0d37cacC5E086dAA8fE9516ebB08505Ee24,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xEe45Fcb27A94C407c965108753BF81Ad2E4A5774,74986585389836429,9372496789304150510671776
0x42215459c64ba7d03689065b71a5f68b31B9bD33,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xC2F3b0Aa0952AA5568f47Bcf3428B6724E8431bf,106234807230940846,948254932785261314944881646
0x8928BBaF4d76e51cbee6FC9860bb6a78eB615487,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xc4A236BE9FE6A23D8A46F7634172d4ea28Ee9388,167056671710584419,409147715
0xE42b430F41C7F566128C57f328cF661a646117B7,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5f282833076bFB092ecb2D43988B3c29304CBdA6,8824342207515177,372236455932502372
0x5AA6706ab7f25955511f145B83D0574C5333434B,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x244B2CFe849FD715C6b991F2f4323c75c7D1bCa5,6017795156642976,13161961011
0x9574Af71EBc864A081A43b036381CC2410A30a2b,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x6B55416F50e0b9D255aAe7d58c46a184ACa2F7C2,304423321588416,10606469255094872
0x317f8c27Ca105d27F20Ae675A0E1877E58A964EB,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x83de2a1e1C446421FEd5BCe57CC1AcA04D4DBB94,95472816514617709,596323660
0xCcb1c564B44CEdAff874e0d3334CCF1a9Ac88927,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xc713e7a3917C8548543e5dD756f830AF8BC156E8,61305236106957986,334925930107000
0xA581dB44f5B5059B8C947561584b5C8315cAC35a,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5A7a68E54D115299645653EC0E6F8c476065A076,71500671890397305,3093196783330
0x9A0808Ed0f50aE18a53053aBa4C523a222e0E1F8,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x79eDd3546bd33EA3DA673E8410b6bE5FE0cf2CBA,152645,7
0x4CA6Ae0a2A7fC55a51e4cd52C3adb9B200ed2154,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x753a74140D41913d780584Cf73937fc4173c9A17,17625412975090043,735564438610
0xE90476ccF09426612Db5A414fB710828Ffb5Eaa7,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x57aF795A84b7e314CD75941297bFb3D4E5c6Af65,25258267588159383,88501460063
0xbfc41BD975A3B3bCf4d7DAA5B99d25f8A9d05C90,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7e9dCFf1Df75Da8810E2C4009076cb85ca1BD3De,238186989569887534,54051674015777316027
0xa636bf8D0741b71aC8E71Ee8d83e5312fEbe7083,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xee90fAF3216dFAE5E8aC1f3F48f10527f38fFf78,4440862188097027323480,61342305623467130568
0x6521De8d4C2D647bed915C078976b8230d466eb9,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x74905013998F41355e120a6E013389E41AfDF578,49455904647088194,405173896601675906204
0x2D8760be54CF73A8f8E3B23728fD5Bcc72B6d848,0x00d19e73B1c9d169cd3E2b324d7e13B033C43CBa,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,5773821600226342367,19374720784839543
0x27bf376032AFa0A9bB3297C04415D678bffb7238,0xB01E8419d842beebf1b70A7b5f7142abbaf7159D,0xdDcb3fFD12750B45d32E084887fdf1aABAb34239,142968689315,10158912831172
0xe1feb336B0Cc5344F5E2FdeF510369F7985e8F85,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xE4C2009B9cfF0Be470C01a2223980A0C5C35B4cC,1311024385856790204,2157234414532448606
0x43B867A7c3Df809Ffe9B45a8d7238dcb3021Fa0c,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x3E2f06A4ced5710C43BD21a63230372753e54FfD,2237,448
0x33b3De813602435050c529331ff4899a378F0962,0x05A4675046F57D4e943965F7f7E85c06a2bb318E,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,1,10488089
0x50E41B9264B04F6388a966B0f38e117930c10B13,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x34770b50e781c76cC8DedC077F63442725A3Ad0C,11726040,1
0xF0aF7EDFDeFb82686f3233f091cdec8026EBB92d,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x2877BF3991C5625c4e23d278eB9cc819b61fE7da,463807979607066284,5415058261
0x79a8cdBA20cdbe475485295436d1981e78FEE50A,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x24793691aCab41bBB4f59a1ad17cD56798D19c89,1000372252934367268,10000
0x58940e426573D8F7E43D6781dD6988dCD331c982,0x1531582fBafAB540DDD934b8BD338e742F5bb994,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,1895313418635610400228604,1631055051857803712030
0xf293b48b140dd535fcADE7Ca86E2950148E1C43c,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x975826f5d8F4F87cA972cc014Ed23F9D4ebAdeAC,10700083164283684,12515314
0x1aBc96e05928175bE1F1B0e067bde71fBE083bA5,0x818ec0A7Fe18Ff94269904fCED6AE3DaE6d6dC0b,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,78,288761391647689573
0x15A7c0A70f2CcD91ef2f40c0416c7482190aB625,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0xFd340F0f3E1F206452a89b53Ba0a490f8Aa83355,69426742572683369450,176714055430736197
0x96cCdAd35bE3DD2D5E545Bd958232A92E1E996ee,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x50EB82CC284E3D35936827023B048106aAEcfc5F,6062019979047292711,6027437907744949330
0xecF75da7b026C9154B481B1d8C912e5186C953f8,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5443f47ebc1237F592f822359587fb4dB36D6e7A,182339482580662643,394670475
0xF7D61615Fa5138cA396E7F7A33b400964eE1D180,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x4f22A4368FC9fCd64DfAA87f51cf6aA0b08a218d,173206,6
0x9B68C051C36aAb0fC540Ff8b2faf3fB122Ea8e24,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x181F3F22C9a751E2ce673498A03E1FDFC0ebBFB6,9759,13734355968503331925
0x6A5f50f9a49edfd98c62577e993E6Cb8283aACf7,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7FEd1aD57DB03DA86F4572aa9bb281986a81AA83,1000000000000000000,1000000000
0x6aAeFE1e06a47f64a1FDbB07274388784334fD6A,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xc45b91E20b78F7D7d8F910673Ab22960eBCa2e02,2010385331093401834,237419563
0x48c8892c22601CEd6d9AdAccaA65a4b3A6425e2C,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xBe108d02f7ace81dB6C1858dAf47C4F85b63CD75,330754204227070572,100000161541719474433399454918
0x43D03fCceebe48289fb7807053caC1A97ce09139,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x818ec0A7Fe18Ff94269904fCED6AE3DaE6d6dC0b,178294,52
0x8037b8f9b8dA61572119E0Ba5fB46cEb1B17edC7,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x6F73abe13c58A616fDBd454089e30A806c27Cee2,599,1670
0x2ccc88B9EcbB477f68158187f616cFEcB2276641,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x818ec0A7Fe18Ff94269904fCED6AE3DaE6d6dC0b,37943727856572643984,2575
0x7b2c214350908ec874A40AAA3A1A9654d3a25f22,0xAd84341756Bf337f5a0164515b1f6F993D194E1f,0xE4C2009B9cfF0Be470C01a2223980A0C5C35B4cC,160526055462037908,630462758957629772
